Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,No of Beds
"$2,909",,2.0,2.0,"1,359 Sq Ft",,3.0
"$2,200",,2.0,2.5,842 Sq Ft,,3.0
"$1,395",,2.0,1.0,874 Sq Ft,,1.0
"$1,850",,2.0,2.0,673 Sq Ft,,2.0
"$1,367",,2.0,1.0,"1,421 Sq Ft",,1.0
"$5,820",,2.0,2.0,398 Sq Ft,,2.0
"$10,770",,2.0,4.0,"2,249 Sq Ft",,6.0
"$6,270",,2.0,1.0,"2,236 Sq Ft",,1.0
"$6,780",,2.0,3.0,"1,788 Sq Ft",,4.0
"$2,900",,2.0,2.0,,,3.0
"$3,100",,2.0,2.5,,,3.0
"$3,329",910 cinnabar way,2.0,2.0,"1,988 Sq Ft",,3.0
"$2,374",124 First Ave,2.0,1.0,"1,190 Sq Ft",,1.0
"$1,834","218 Viewmount Drive, Ottawa, ON K2E 7X5, Canada",2.0,1.0,"1,600 Sq Ft",,3.0
"$15,123","316 Lorry Greenberg Drive, Ottawa, ON K1T 3J6, Canada",2.0,1.0,"1,662 Sq Ft",,2.0
"$2,624","300 Lett Street, Ottawa, ON K1R 0B8, Canada",2.0,1.0,600 Sq Ft,,3.0
"$1,000","Nepean, Gatineau, QC J9J 2T3, Canada",2.0,1.0,,,1.0
"$2,311","Tunney's Pasture, Gatineau, QC J8Y 4X3, Canada",2.0,3.0,,,2.0
"$3,123","Carleton Place, ON K7C 0L1, Canada",2.0,3.0,,,3.0
"$4,373","Gatineau, QC J8X 3J3, Canada",2.0,3.0,,,3.0
"$7,419",2849 W Obsidian St,2.0,4.0,,,3.0
"$10,109","Gatineau, QC J9J 3T7, Canada",2.0,1.0,,,5.0
$975,,2.0,1.0,,,1.0
"$6,237",,2.0,2.0,,,2.0
"$3,329",,2.0,3.0,,,3.0
"$6,767",,2.0,1.0,,,4.0
"$2,310",,2.0,1.0,,,1.0
"$4,688",,2.0,1.0,,,1.0
"$1,264",,2.0,2.0,,,2.0
"$2,853",,2.0,1.0,,,4.0
$780,,2.0,1.0,,,3.0
"$7,296",,2.0,1.0,,,2.0
"$4,239",,2.0,1.0,,,1.0
"$3,016","Hammond, ON K0A 2A0, Canada",2.0,1.0,750 Sq Ft,,1.0
"$4,280","River Landing Avenue, Ottawa, ON K2J 6E2, Canada",2.0,4.0,"1,712 Sq Ft",,2.0
"$3,373","341 Athlone Avenue, Ottawa, ON K1Z 5M3, Canada",2.0,1.0,500 Sq Ft,,3.0
"$1,185","(Old) Ottawa, Capital, CA",2.0,1.0,"2,500 Sq Ft",,1.0
"$2,873",2801 Traverse Dr,2.0,1.0,"3,000 Sq Ft",,2.0
"$11,169","Ottawa, Barrhaven West, CA",2.0,1.0,,,2.0
"$1,140",122 Young St,2.0,1.0,,,1.0
"$2,690","Marlborough, Kemptville, ON K0G 1J0, Canada",2.0,2.0,,,1.0
"$2,038","Flat 3, 22 Westcliffe Road",2.0,1.0,,,4.0
"$1,495","32 Eagleview Street, Ottawa, ON K2M 2P2, Canada",2.0,3.0,,,2.0
"$1,600","New Edinburgh, Gatineau, QC J8T 2V2, Canada",2.0,4.0,,,5.0
"$2,873",,2.0,4.0,,,3.0
"$5,992",,2.0,3.0,,,2.0
"$4,060",,2.0,3.0,,,3.0
"$9,824",,2.0,1.0,,,4.0
"$3,872",,2.0,1.0,,,2.0
"$5,747",,2.0,1.0,,,2.0
"$3,498",,2.0,3.0,,,4.0
"$1,071",,2.0,1.0,,,1.0
"$5,299",,2.0,1.0,,,3.0
"$1,060",,2.0,1.0,,,1.0
"$13,615",,2.0,1.0,,,5.0
"$3,329",910 cinnabar way,2.0,2.0,"1,988 Sq Ft",,3.0
"$2,374",124 First Ave,2.0,1.0,"1,190 Sq Ft",,1.0
"$1,834","218 Viewmount Drive, Ottawa, ON K2E 7X5, Canada",2.0,1.0,"1,600 Sq Ft",,3.0
"$15,123","316 Lorry Greenberg Drive, Ottawa, ON K1T 3J6, Canada",2.0,1.0,"1,662 Sq Ft",,2.0
"$2,624","300 Lett Street, Ottawa, ON K1R 0B8, Canada",2.0,1.0,600 Sq Ft,,3.0
"$1,000","Nepean, Gatineau, QC J9J 2T3, Canada",2.0,1.0,,,1.0
"$2,311","Tunney's Pasture, Gatineau, QC J8Y 4X3, Canada",2.0,3.0,,,2.0
"$3,123","Carleton Place, ON K7C 0L1, Canada",2.0,3.0,,,3.0
"$4,373","Gatineau, QC J8X 3J3, Canada",2.0,3.0,,,3.0
"$7,419",2849 W Obsidian St,2.0,4.0,,,3.0
"$10,109","Gatineau, QC J9J 3T7, Canada",2.0,1.0,,,5.0
$975,,2.0,1.0,,,1.0
"$6,237",,2.0,2.0,,,2.0
"$3,329",,2.0,3.0,,,3.0
"$6,767",,2.0,1.0,,,4.0
"$2,310",,2.0,1.0,,,1.0
"$4,688",,2.0,1.0,,,1.0
"$1,264",,2.0,2.0,,,2.0
"$2,853",,2.0,1.0,,,4.0
$780,,2.0,1.0,,,3.0
"$7,296",,2.0,1.0,,,2.0
"$4,239",,2.0,1.0,,,1.0
"$3,016","Hammond, ON K0A 2A0, Canada",2.0,1.0,750 Sq Ft,,1.0
"$4,280","River Landing Avenue, Ottawa, ON K2J 6E2, Canada",2.0,4.0,"1,712 Sq Ft",,2.0
"$3,373","341 Athlone Avenue, Ottawa, ON K1Z 5M3, Canada",2.0,1.0,500 Sq Ft,,3.0
"$1,185","(Old) Ottawa, Capital, CA",2.0,1.0,"2,500 Sq Ft",,1.0
"$2,873",2801 Traverse Dr,2.0,1.0,"3,000 Sq Ft",,2.0
"$11,169","Ottawa, Barrhaven West, CA",2.0,1.0,,,2.0
"$1,140",122 Young St,2.0,1.0,,,1.0
"$2,690","Marlborough, Kemptville, ON K0G 1J0, Canada",2.0,2.0,,,1.0
"$2,038","Flat 3, 22 Westcliffe Road",2.0,1.0,,,4.0
"$1,495","32 Eagleview Street, Ottawa, ON K2M 2P2, Canada",2.0,3.0,,,2.0
"$1,600","New Edinburgh, Gatineau, QC J8T 2V2, Canada",2.0,4.0,,,5.0
"$2,873",,2.0,4.0,,,3.0
"$5,992",,2.0,3.0,,,2.0
"$4,060",,2.0,3.0,,,3.0
"$9,824",,2.0,1.0,,,4.0
"$3,872",,2.0,1.0,,,2.0
"$5,747",,2.0,1.0,,,2.0
"$3,498",,2.0,3.0,,,4.0
"$1,071",,2.0,1.0,,,1.0
"$5,299",,2.0,1.0,,,3.0
"$1,060",,2.0,1.0,,,1.0
"$13,615",,2.0,1.0,,,5.0
"$3,329",910 cinnabar way,2.0,2.0,"1,988 Sq Ft",,3.0
"$2,374",124 First Ave,2.0,1.0,"1,190 Sq Ft",,1.0
"$1,834","218 Viewmount Drive, Ottawa, ON K2E 7X5, Canada",2.0,1.0,"1,600 Sq Ft",,3.0
"$15,123","316 Lorry Greenberg Drive, Ottawa, ON K1T 3J6, Canada",2.0,1.0,"1,662 Sq Ft",,2.0
"$2,624","300 Lett Street, Ottawa, ON K1R 0B8, Canada",2.0,1.0,600 Sq Ft,,3.0
"$1,000","Nepean, Gatineau, QC J9J 2T3, Canada",2.0,1.0,,,1.0
"$2,311","Tunney's Pasture, Gatineau, QC J8Y 4X3, Canada",2.0,3.0,,,2.0
"$3,123","Carleton Place, ON K7C 0L1, Canada",2.0,3.0,,,3.0
"$4,373","Gatineau, QC J8X 3J3, Canada",2.0,3.0,,,3.0
"$7,419",2849 W Obsidian St,2.0,4.0,,,3.0
"$10,109","Gatineau, QC J9J 3T7, Canada",2.0,1.0,,,5.0
$975,,2.0,1.0,,,1.0
"$6,237",,2.0,2.0,,,2.0
"$3,329",,2.0,3.0,,,3.0
"$6,767",,2.0,1.0,,,4.0
"$2,310",,2.0,1.0,,,1.0
"$4,688",,2.0,1.0,,,1.0
"$1,264",,2.0,2.0,,,2.0
"$2,853",,2.0,1.0,,,4.0
$780,,2.0,1.0,,,3.0
"$7,296",,2.0,1.0,,,2.0
"$4,239",,2.0,1.0,,,1.0
"$3,016","Hammond, ON K0A 2A0, Canada",2.0,1.0,750 Sq Ft,,1.0
"$4,280","River Landing Avenue, Ottawa, ON K2J 6E2, Canada",2.0,4.0,"1,712 Sq Ft",,2.0
"$3,373","341 Athlone Avenue, Ottawa, ON K1Z 5M3, Canada",2.0,1.0,500 Sq Ft,,3.0
"$1,185","(Old) Ottawa, Capital, CA",2.0,1.0,"2,500 Sq Ft",,1.0
"$2,873",2801 Traverse Dr,2.0,1.0,"3,000 Sq Ft",,2.0
"$11,169","Ottawa, Barrhaven West, CA",2.0,1.0,,,2.0
"$1,140",122 Young St,2.0,1.0,,,1.0
"$2,690","Marlborough, Kemptville, ON K0G 1J0, Canada",2.0,2.0,,,1.0
"$2,038","Flat 3, 22 Westcliffe Road",2.0,1.0,,,4.0
"$1,495","32 Eagleview Street, Ottawa, ON K2M 2P2, Canada",2.0,3.0,,,2.0
"$1,600","New Edinburgh, Gatineau, QC J8T 2V2, Canada",2.0,4.0,,,5.0
"$2,873",,2.0,4.0,,,3.0
"$5,992",,2.0,3.0,,,2.0
"$4,060",,2.0,3.0,,,3.0
"$9,824",,2.0,1.0,,,4.0
"$3,872",,2.0,1.0,,,2.0
"$5,747",,2.0,1.0,,,2.0
"$3,498",,2.0,3.0,,,4.0
"$1,071",,2.0,1.0,,,1.0
"$5,299",,2.0,1.0,,,3.0
"$1,060",,2.0,1.0,,,1.0
"$13,615",,2.0,1.0,,,5.0
"$3,329",910 cinnabar way,2.0,2.0,"1,988 Sq Ft",,3.0
"$2,374",124 First Ave,2.0,1.0,"1,190 Sq Ft",,1.0
"$1,834","218 Viewmount Drive, Ottawa, ON K2E 7X5, Canada",2.0,1.0,"1,600 Sq Ft",,3.0
"$15,123","316 Lorry Greenberg Drive, Ottawa, ON K1T 3J6, Canada",2.0,1.0,"1,662 Sq Ft",,2.0
"$2,624","300 Lett Street, Ottawa, ON K1R 0B8, Canada",2.0,1.0,600 Sq Ft,,3.0
"$1,000","Nepean, Gatineau, QC J9J 2T3, Canada",2.0,1.0,,,1.0
"$2,311","Tunney's Pasture, Gatineau, QC J8Y 4X3, Canada",2.0,3.0,,,2.0
"$3,123","Carleton Place, ON K7C 0L1, Canada",2.0,3.0,,,3.0
"$4,373","Gatineau, QC J8X 3J3, Canada",2.0,3.0,,,3.0
"$7,419",2849 W Obsidian St,2.0,4.0,,,3.0
"$10,109","Gatineau, QC J9J 3T7, Canada",2.0,1.0,,,5.0
$975,,2.0,1.0,,,1.0
"$6,237",,2.0,2.0,,,2.0
"$3,329",,2.0,3.0,,,3.0
"$6,767",,2.0,1.0,,,4.0
"$2,310",,2.0,1.0,,,1.0
"$4,688",,2.0,1.0,,,1.0
"$1,264",,2.0,2.0,,,2.0
"$2,853",,2.0,1.0,,,4.0
$780,,2.0,1.0,,,3.0
"$7,296",,2.0,1.0,,,2.0
"$4,239",,2.0,1.0,,,1.0
"$12,997","North Perth WA 6006, Australia",2.0,2.0,"3,229 Sq Ft",,3.0
"$6,293","Fremantle, City of Fremantle, Australia",2.0,2.0,861 Sq Ft,,2.0
"$13,179","Belmont WA 6104, Australia",2.0,3.0,753 Sq Ft,,3.0
"$1,285","East Perth WA 6004, Australia",2.0,1.0,"1,292 Sq Ft",,1.0
"$5,837","Ascot WA 6104, Australia",2.0,2.0,807 Sq Ft,,2.0
"$5,062","Harrisdale, City Of Armadale, Western Australia, Australia",2.0,1.0,"1,829 Sq Ft",,2.0
"$6,156","Scarborough WA 6019, Australia",2.0,1.0,700 Sq Ft,,2.0
"$8,528","City Of Armadale, Mount Richon, AU",2.0,2.0,11 Sq Ft,,2.0
"$9,887","South Fremantle WA 6162, Australia",2.0,2.0,"1,076 Sq Ft",,2.0
"$7,889","West Perth WA 6005, Australia",2.0,2.0,,,2.0
"$8,528","East Perth WA 6004, Australia",2.0,2.0,,,3.0
"$6,248",,2.0,3.0,,,4.0
"$7,251",,2.0,1.0,,,2.0
"$5,472",,2.0,1.0,,,2.0
"$1,000",,2.0,1.0,,,2.0
"$4,332",,2.0,1.0,,,1.0
"$4,013",,2.0,2.0,,,1.0
"$8,893",,2.0,2.0,,,4.0
"$11,537",,2.0,1.0,,,3.0
"$2,964",,2.0,1.0,,,2.0
"$10,945",,2.0,1.0,,,2.0
"$71,368",,2.0,1.0,,,2.0
"$2,964","Maylands WA 6051, Australia",2.0,1.0,484 Sq Ft,,1.0
"$4,423","Subiaco WA 6008, Australia",2.0,1.0,377 Sq Ft,,2.0
"$3,147","Quinns Rocks, City Of Wanneroo, Western Australia, Australia",2.0,1.0,646 Sq Ft,,2.0
"$7,023","Secret Harbour WA 6173, Australia",2.0,1.0,"1,615 Sq Ft",,1.0
"$4,651","Gosnells, City Of Gosnells, Western Australia, Australia",2.0,1.0,915 Sq Ft,,2.0
"$20,521","Fremantle, City of Fremantle, Australia",2.0,2.0,753 Sq Ft,,3.0
"$11,857","South Fremantle WA 6162, Australia",2.0,3.0,915 Sq Ft,,4.0
"$5,928","Claremont WA 6010, Australia",2.0,2.0,645 Sq Ft,,2.0
"$3,648","Perth, City of Perth, Australia",2.0,1.0,1 Sq Ft,,2.0
"$2,873","Fremantle, City of Fremantle, Australia",2.0,1.0,"4,521 Sq Ft",,1.0
"$10,580","Perth, City of Perth, Australia",2.0,2.0,"3,767 Sq Ft",,2.0
"$4,150",,2.0,1.0,"1,076 Sq Ft",,1.0
"$5,016",,2.0,1.0,"1,744 Sq Ft",,2.0
"$4,651",,2.0,1.0,,,1.0
"$13,225",,2.0,2.0,,,3.0
"$26,586",,2.0,4.0,,,5.0
"$4,606",,2.0,2.0,,,2.0
"$11,583",,2.0,1.0,,,2.0
"$4,241",,2.0,2.0,,,2.0
"$5,381",,2.0,2.0,,,4.0
"$8,163",,2.0,2.0,,,2.0
"$5,928",,2.0,1.0,,,2.0
"$12,997","North Perth WA 6006, Australia",2.0,2.0,"3,229 Sq Ft",,3.0
"$6,293","Fremantle, City of Fremantle, Australia",2.0,2.0,861 Sq Ft,,2.0
"$13,179","Belmont WA 6104, Australia",2.0,3.0,753 Sq Ft,,3.0
"$1,285","East Perth WA 6004, Australia",2.0,1.0,"1,292 Sq Ft",,1.0
"$5,837","Ascot WA 6104, Australia",2.0,2.0,807 Sq Ft,,2.0
"$5,062","Harrisdale, City Of Armadale, Western Australia, Australia",2.0,1.0,"1,829 Sq Ft",,2.0
"$6,156","Scarborough WA 6019, Australia",2.0,1.0,700 Sq Ft,,2.0
"$8,528","City Of Armadale, Mount Richon, AU",2.0,2.0,11 Sq Ft,,2.0
"$9,887","South Fremantle WA 6162, Australia",2.0,2.0,"1,076 Sq Ft",,2.0
"$7,889","West Perth WA 6005, Australia",2.0,2.0,,,2.0
"$8,528","East Perth WA 6004, Australia",2.0,2.0,,,3.0
"$6,248",,2.0,3.0,,,4.0
"$7,251",,2.0,1.0,,,2.0
"$5,472",,2.0,1.0,,,2.0
"$1,000",,2.0,1.0,,,2.0
"$4,332",,2.0,1.0,,,1.0
"$4,013",,2.0,2.0,,,1.0
"$8,893",,2.0,2.0,,,4.0
"$11,537",,2.0,1.0,,,3.0
"$2,964",,2.0,1.0,,,2.0
"$10,945",,2.0,1.0,,,2.0
"$71,368",,2.0,1.0,,,2.0
"$2,964","Maylands WA 6051, Australia",2.0,1.0,484 Sq Ft,,1.0
"$4,423","Subiaco WA 6008, Australia",2.0,1.0,377 Sq Ft,,2.0
"$3,147","Quinns Rocks, City Of Wanneroo, Western Australia, Australia",2.0,1.0,646 Sq Ft,,2.0
"$7,023","Secret Harbour WA 6173, Australia",2.0,1.0,"1,615 Sq Ft",,1.0
"$4,651","Gosnells, City Of Gosnells, Western Australia, Australia",2.0,1.0,915 Sq Ft,,2.0
"$20,521","Fremantle, City of Fremantle, Australia",2.0,2.0,753 Sq Ft,,3.0
"$11,857","South Fremantle WA 6162, Australia",2.0,3.0,915 Sq Ft,,4.0
"$5,928","Claremont WA 6010, Australia",2.0,2.0,645 Sq Ft,,2.0
"$3,648","Perth, City of Perth, Australia",2.0,1.0,1 Sq Ft,,2.0
"$2,873","Fremantle, City of Fremantle, Australia",2.0,1.0,"4,521 Sq Ft",,1.0
"$10,580","Perth, City of Perth, Australia",2.0,2.0,"3,767 Sq Ft",,2.0
"$4,150",,2.0,1.0,"1,076 Sq Ft",,1.0
"$5,016",,2.0,1.0,"1,744 Sq Ft",,2.0
"$4,651",,2.0,1.0,,,1.0
"$13,225",,2.0,2.0,,,3.0
"$26,586",,2.0,4.0,,,5.0
"$4,606",,2.0,2.0,,,2.0
"$11,583",,2.0,1.0,,,2.0
"$4,241",,2.0,2.0,,,2.0
"$5,381",,2.0,2.0,,,4.0
"$8,163",,2.0,2.0,,,2.0
"$5,928",,2.0,1.0,,,2.0
"$12,997","North Perth WA 6006, Australia",2.0,2.0,"3,229 Sq Ft",,3.0
"$6,293","Fremantle, City of Fremantle, Australia",2.0,2.0,861 Sq Ft,,2.0
"$13,179","Belmont WA 6104, Australia",2.0,3.0,753 Sq Ft,,3.0
"$1,285","East Perth WA 6004, Australia",2.0,1.0,"1,292 Sq Ft",,1.0
"$5,837","Ascot WA 6104, Australia",2.0,2.0,807 Sq Ft,,2.0
"$5,062","Harrisdale, City Of Armadale, Western Australia, Australia",2.0,1.0,"1,829 Sq Ft",,2.0
"$6,156","Scarborough WA 6019, Australia",2.0,1.0,700 Sq Ft,,2.0
"$8,528","City Of Armadale, Mount Richon, AU",2.0,2.0,11 Sq Ft,,2.0
"$9,887","South Fremantle WA 6162, Australia",2.0,2.0,"1,076 Sq Ft",,2.0
"$7,889","West Perth WA 6005, Australia",2.0,2.0,,,2.0
"$8,528","East Perth WA 6004, Australia",2.0,2.0,,,3.0
"$6,248",,2.0,3.0,,,4.0
"$7,251",,2.0,1.0,,,2.0
"$5,472",,2.0,1.0,,,2.0
"$1,000",,2.0,1.0,,,2.0
"$4,332",,2.0,1.0,,,1.0
"$4,013",,2.0,2.0,,,1.0
"$8,893",,2.0,2.0,,,4.0
"$11,537",,2.0,1.0,,,3.0
"$2,964",,2.0,1.0,,,2.0
"$10,945",,2.0,1.0,,,2.0
"$71,368",,2.0,1.0,,,2.0
"$2,964","Maylands WA 6051, Australia",2.0,1.0,484 Sq Ft,,1.0
"$4,423","Subiaco WA 6008, Australia",2.0,1.0,377 Sq Ft,,2.0
"$3,147","Quinns Rocks, City Of Wanneroo, Western Australia, Australia",2.0,1.0,646 Sq Ft,,2.0
"$7,023","Secret Harbour WA 6173, Australia",2.0,1.0,"1,615 Sq Ft",,1.0
"$4,651","Gosnells, City Of Gosnells, Western Australia, Australia",2.0,1.0,915 Sq Ft,,2.0
"$20,521","Fremantle, City of Fremantle, Australia",2.0,2.0,753 Sq Ft,,3.0
"$11,857","South Fremantle WA 6162, Australia",2.0,3.0,915 Sq Ft,,4.0
"$5,928","Claremont WA 6010, Australia",2.0,2.0,645 Sq Ft,,2.0
"$3,648","Perth, City of Perth, Australia",2.0,1.0,1 Sq Ft,,2.0
"$2,873","Fremantle, City of Fremantle, Australia",2.0,1.0,"4,521 Sq Ft",,1.0
"$10,580","Perth, City of Perth, Australia",2.0,2.0,"3,767 Sq Ft",,2.0
"$4,150",,2.0,1.0,"1,076 Sq Ft",,1.0
"$5,016",,2.0,1.0,"1,744 Sq Ft",,2.0
"$4,651",,2.0,1.0,,,1.0
"$13,225",,2.0,2.0,,,3.0
"$26,586",,2.0,4.0,,,5.0
"$4,606",,2.0,2.0,,,2.0
"$11,583",,2.0,1.0,,,2.0
"$4,241",,2.0,2.0,,,2.0
"$5,381",,2.0,2.0,,,4.0
"$8,163",,2.0,2.0,,,2.0
"$5,928",,2.0,1.0,,,2.0
"$12,997","North Perth WA 6006, Australia",2.0,2.0,"3,229 Sq Ft",,3.0
"$6,293","Fremantle, City of Fremantle, Australia",2.0,2.0,861 Sq Ft,,2.0
"$13,179","Belmont WA 6104, Australia",2.0,3.0,753 Sq Ft,,3.0
"$1,285","East Perth WA 6004, Australia",2.0,1.0,"1,292 Sq Ft",,1.0
"$5,837","Ascot WA 6104, Australia",2.0,2.0,807 Sq Ft,,2.0
"$5,062","Harrisdale, City Of Armadale, Western Australia, Australia",2.0,1.0,"1,829 Sq Ft",,2.0
"$6,156","Scarborough WA 6019, Australia",2.0,1.0,700 Sq Ft,,2.0
"$8,528","City Of Armadale, Mount Richon, AU",2.0,2.0,11 Sq Ft,,2.0
"$9,887","South Fremantle WA 6162, Australia",2.0,2.0,"1,076 Sq Ft",,2.0
"$7,889","West Perth WA 6005, Australia",2.0,2.0,,,2.0
"$8,528","East Perth WA 6004, Australia",2.0,2.0,,,3.0
"$6,248",,2.0,3.0,,,4.0
"$7,251",,2.0,1.0,,,2.0
"$5,472",,2.0,1.0,,,2.0
"$1,000",,2.0,1.0,,,2.0
"$4,332",,2.0,1.0,,,1.0
"$4,013",,2.0,2.0,,,1.0
"$8,893",,2.0,2.0,,,4.0
"$11,537",,2.0,1.0,,,3.0
"$2,964",,2.0,1.0,,,2.0
"$10,945",,2.0,1.0,,,2.0
"$71,368",,2.0,1.0,,,2.0
"$8,619","Elizabeth Bay NSW 2011, Australia",2.0,1.0,678 Sq Ft,,2.0
"$7,160","Waterloo NSW 2017, Australia",2.0,2.0,969 Sq Ft,,2.0
"$8,756","Sydney NSW 2060, Australia",2.0,1.0,11 Sq Ft,,2.0
"$16,508","Avalon Beach NSW 2107, Australia",2.0,2.0,398 Sq Ft,,2.0
"$6,156","Bondi NSW 2026, Australia",2.0,1.0,969 Sq Ft,,2.0
"$9,029","Waverley NSW 2024, Australia",2.0,2.0,269 Sq Ft,,1.0
"$45,876","Bayview NSW 2104, Australia",2.0,2.0,969 Sq Ft,,4.0
"$22,300","Bundeena NSW 2230, Australia",2.0,1.0,,,3.0
"$6,476","Oxley Park NSW 2760, Australia",2.0,2.0,,,2.0
"$22,163","Cremorne NSW 2090, Australia",2.0,1.0,,,4.0
"$7,524","Bondi Beach NSW 2026, Australia",2.0,1.0,,,1.0
"$8,756",,2.0,4.0,,,2.0
"$55,362",,2.0,2.0,,,5.0
"$7,889",,2.0,6.0,,,2.0
"$28,547",,2.0,1.0,,,5.0
"$3,238",,2.0,2.0,,,1.0
"$6,293",,2.0,3.0,,,3.0
"$19,700",,2.0,2.0,,,2.0
"$6,156",,2.0,2.0,,,2.0
"$6,248",,2.0,4.0,,,1.0
"$94,580",,2.0,3.0,,,3.0
"$25,948",,2.0,1.0,,,5.0
"$21,981","Darlinghurst NSW 2010, Australia",2.0,2.0,475 Sq Ft,,2.0
"$4,743","Paddington NSW 2021, Australia",2.0,1.0,"1,302 Sq Ft",,1.0
"$10,762","Cronulla NSW 2230, Australia",2.0,1.0,248 Sq Ft,,1.0
"$12,222","Sydney, New South Wales, Australia",2.0,2.0,11 Sq Ft,,2.0
"$5,108","Surry Hills NSW 2010, Australia",2.0,1.0,"4,844 Sq Ft",,1.0
"$11,720","Sydney NSW 2777, Australia",2.0,1.0,"2,153 Sq Ft",,2.0
"$23,941","Glenmore Park NSW 2745, Australia",2.0,2.0,,,4.0
"$7,205","Sydney, New South Wales, Australia",2.0,1.0,,,2.0
"$5,700","Lewisham NSW 2049, Australia",2.0,1.0,,,1.0
"$7,114","Sydney, New South Wales, Australia",2.0,1.0,,,1.0
"$5,928","Palm Beach NSW 2108, Australia",2.0,2.0,,,2.0
"$11,857",,2.0,2.0,,,2.0
"$27,954",,2.0,4.0,,,6.0
"$19,564",,2.0,2.0,,,3.0
"$15,459",,2.0,2.0,,,2.0
"$12,222",,2.0,2.0,,,3.0
"$12,857",,2.0,4.0,,,3.0
"$47,153",,2.0,1.0,,,4.0
"$13,362",,2.0,3.0,,,2.0
"$32,606",,2.0,4.0,,,3.0
"$46,013",,2.0,1.0,,,5.0
"$6,612",,2.0,1.0,,,2.0
"$8,619","Elizabeth Bay NSW 2011, Australia",2.0,1.0,678 Sq Ft,,2.0
"$7,160","Waterloo NSW 2017, Australia",2.0,2.0,969 Sq Ft,,2.0
"$8,756","Sydney NSW 2060, Australia",2.0,1.0,11 Sq Ft,,2.0
"$16,508","Avalon Beach NSW 2107, Australia",2.0,2.0,398 Sq Ft,,2.0
"$6,156","Bondi NSW 2026, Australia",2.0,1.0,969 Sq Ft,,2.0
"$9,029","Waverley NSW 2024, Australia",2.0,2.0,269 Sq Ft,,1.0
"$45,876","Bayview NSW 2104, Australia",2.0,2.0,969 Sq Ft,,4.0
"$22,300","Bundeena NSW 2230, Australia",2.0,1.0,,,3.0
"$6,476","Oxley Park NSW 2760, Australia",2.0,2.0,,,2.0
"$22,163","Cremorne NSW 2090, Australia",2.0,1.0,,,4.0
"$7,524","Bondi Beach NSW 2026, Australia",2.0,1.0,,,1.0
"$8,756",,2.0,4.0,,,2.0
"$55,362",,2.0,2.0,,,5.0
"$7,889",,2.0,6.0,,,2.0
"$28,547",,2.0,1.0,,,5.0
"$3,238",,2.0,2.0,,,1.0
"$6,293",,2.0,3.0,,,3.0
"$19,700",,2.0,2.0,,,2.0
"$6,156",,2.0,2.0,,,2.0
"$6,248",,2.0,4.0,,,1.0
"$94,580",,2.0,3.0,,,3.0
"$25,948",,2.0,1.0,,,5.0
"$21,981","Darlinghurst NSW 2010, Australia",2.0,2.0,475 Sq Ft,,2.0
"$4,743","Paddington NSW 2021, Australia",2.0,1.0,"1,302 Sq Ft",,1.0
"$10,762","Cronulla NSW 2230, Australia",2.0,1.0,248 Sq Ft,,1.0
"$12,222","Sydney, New South Wales, Australia",2.0,2.0,11 Sq Ft,,2.0
"$5,108","Surry Hills NSW 2010, Australia",2.0,1.0,"4,844 Sq Ft",,1.0
"$11,720","Sydney NSW 2777, Australia",2.0,1.0,"2,153 Sq Ft",,2.0
"$23,941","Glenmore Park NSW 2745, Australia",2.0,2.0,,,4.0
"$7,205","Sydney, New South Wales, Australia",2.0,1.0,,,2.0
"$5,700","Lewisham NSW 2049, Australia",2.0,1.0,,,1.0
"$7,114","Sydney, New South Wales, Australia",2.0,1.0,,,1.0
"$5,928","Palm Beach NSW 2108, Australia",2.0,2.0,,,2.0
"$11,857",,2.0,2.0,,,2.0
"$27,954",,2.0,4.0,,,6.0
"$19,564",,2.0,2.0,,,3.0
"$15,459",,2.0,2.0,,,2.0
"$12,222",,2.0,2.0,,,3.0
"$12,857",,2.0,4.0,,,3.0
"$47,153",,2.0,1.0,,,4.0
"$13,362",,2.0,3.0,,,2.0
"$32,606",,2.0,4.0,,,3.0
"$46,013",,2.0,1.0,,,5.0
"$6,612",,2.0,1.0,,,2.0
"$8,619","Elizabeth Bay NSW 2011, Australia",2.0,1.0,678 Sq Ft,,2.0
"$7,160","Waterloo NSW 2017, Australia",2.0,2.0,969 Sq Ft,,2.0
"$8,756","Sydney NSW 2060, Australia",2.0,1.0,11 Sq Ft,,2.0
"$16,508","Avalon Beach NSW 2107, Australia",2.0,2.0,398 Sq Ft,,2.0
"$6,156","Bondi NSW 2026, Australia",2.0,1.0,969 Sq Ft,,2.0
"$9,029","Waverley NSW 2024, Australia",2.0,2.0,269 Sq Ft,,1.0
"$45,876","Bayview NSW 2104, Australia",2.0,2.0,969 Sq Ft,,4.0
"$22,300","Bundeena NSW 2230, Australia",2.0,1.0,,,3.0
"$6,476","Oxley Park NSW 2760, Australia",2.0,2.0,,,2.0
"$22,163","Cremorne NSW 2090, Australia",2.0,1.0,,,4.0
"$7,524","Bondi Beach NSW 2026, Australia",2.0,1.0,,,1.0
"$8,756",,2.0,4.0,,,2.0
"$55,362",,2.0,2.0,,,5.0
"$7,889",,2.0,6.0,,,2.0
"$28,547",,2.0,1.0,,,5.0
"$3,238",,2.0,2.0,,,1.0
"$6,293",,2.0,3.0,,,3.0
"$19,700",,2.0,2.0,,,2.0
